Date, Close/Last, Volume, Open, High, Low
08/07/2013, 16.6167, 1230162, 16.5567, 16.6533, 16.4933
08/06/2013, 16.6733, 1315626, 16.7833, 16.7867, 16.5807
08/05/2013, 16.8817, 602844, 16.905, 16.9267, 16.8193
08/02/2013, 16.9633, 1217574, 16.815, 16.975, 16.7617
08/01/2013, 16.8933, 1673622, 16.895, 16.9567, 16.855
07/31/2013, 16.6667, 2406150, 16.736, 16.9317, 16.6183
07/30/2013, 16.705, 1516392, 16.795, 16.8335, 16.59
07/29/2013, 16.6883, 1042602, 16.6683, 16.7267, 16.5983
07/26/2013, 16.7683, 1642350, 16.6133, 16.7683, 16.43
07/25/2013, 16.7467, 1689552, 16.59, 16.7633, 16.545
07/24/2013, 16.73, 1368624, 16.865, 16.865, 16.6317
07/23/2013, 16.795, 639210, 16.8167, 16.8594, 16.7333
07/22/2013, 16.74, 624450, 16.7483, 16.8061, 16.6767
07/19/2013, 16.7517, 657384, 16.7067, 16.7517, 16.6283
07/18/2013, 16.74, 1078566, 16.6733, 16.8283, 16.6433
07/17/2013, 16.5517, 1232520, 16.59, 16.64, 16.5
07/16/2013, 16.515, 685374, 16.5917, 16.6167, 16.4467
07/15/2013, 16.5933, 751218, 16.59, 16.6483, 16.5317
07/12/2013, 16.51, 1148658, 16.5533, 16.6233, 16.44
07/11/2013, 16.5533, 1190496, 16.5283, 16.59, 16.4067
07/10/2013, 16.1817, 3407207, 16.2033, 16.3117, 16.1183
07/09/2013, 16.1967, 1261446, 16.1833, 16.2483, 16.0933
07/08/2013, 16.045, 1246344, 15.9983, 16.1217, 15.9741
07/05/2013, 15.83, 1964130, 15.7517, 15.8517, 15.5017
07/03/2013, 15.525, 887526, 15.29, 15.6167, 15.2617
07/02/2013, 15.405, 1685688, 15.4467, 15.6667, 15.2917
07/01/2013, 15.495, 2050482, 15.5283, 15.725, 15.4633
06/28/2013, 15.3017, 1934022, 15.49, 15.6217, 15.3017
06/27/2013, 15.61, 1321782, 15.56, 15.7167, 15.5467
06/26/2013, 15.3867, 1514418, 15.2783, 15.4317, 15.2133
06/25/2013, 15.1033, 1634562, 15.1333, 15.1917, 14.9633
06/24/2013, 14.8917, 3601691, 14.8917, 15.1118, 14.6634
06/21/2013, 15.1833, 2901221, 15.2467, 15.3, 14.95
06/20/2013, 15.085, 4417313, 15.58, 15.58, 15.0417
06/19/2013, 15.83, 2757695, 16.2483, 16.28, 15.8283
06/18/2013, 16.2733, 1299258, 16.0267, 16.3133, 16.02
06/17/2013, 15.9667, 2008848, 15.94, 16.1517, 15.8307
